0.248340052,0.454600177,0.086747877,-0.855850867,178,477,0.997097542,0.004601942,0.014981307,0.171288744,0,802,278,1.147831137,1.322402596,5.17E-09,40,0.0625,362,46.17737368,0.612244898,0.612244898
0.422949751,0.236774775,-0.034883721,-0.822812846,186,332,0.997943541,0.004601942,0.012873792,0.227347611,0,1334,334,1.136332898,1.40916124,4.09E-09,40,0.0625,470,54.15136086,0.673469388,0.714285714
0.955659661,0.785439841,0.093761536,-0.795496493,226,640,0.998010405,0.004601942,0.01258658,0.258726899,0,987,174,1.135740034,1.396169476,1.26E-09,40,0.04,420,48.14170569,0.551020408,0.612244898
0.499349481,0.296074661,-0.004429679,-0.84569952,171,304,0.997740055,0.003067962,0.013447922,0.220472441,0,958,435,1.132420754,1.392925147,9.90E-09,40,0.0625,486,53.65847058,0.673469388,0.571428571
0.46717111,0.269515845,-0.032853451,-0.843669251,169,296,0.997712677,0.004601942,0.013597626,0.230519481,0,484,394,1.128321177,1.412567834,1.03E-08,40,0.0625,491,51.33800894,0.673469388,0.673469388
0.434820284,0.240890301,0.00147656,-0.823366556,171,301,0.997743876,0.004601942,0.013519265,0.222039474,0,449,383,1.136332898,1.40975878,2.54E-09,40,0.0625,470,52.96014158,0.714285714,0.673469388
0.410459899,0.211119949,-0.021040975,-0.84606866,158,292,0.997592914,0.004601942,0.01419803,0.223113965,0,437,397,1.136332898,1.386680746,4.52E-09,40,0.0625,469,49.18671956,0.673469388,0.673469388
0.412199841,0.21184988,-0.03875969,-0.850867479,154,292,0.997544681,0.006135923,0.014565255,0.230769231,0,445,436,1.144342146,1.400127984,3.80E-09,40,0.0625,493,52.29758279,0.714285714,0.673469388
0.396709989,0.207495004,0.124031008,-0.825396825,211,402,0.997846372,0.003067962,0.011642779,0.309659091,0,1514,501,1.132420343,1.413533704,1.07E-08,40,0.074074074,571,61.29740453,0.632653061,0.591836735
0.44301985,0.243689725,-0.002583979,-0.8445921,155,290,0.997664503,0.004601942,0.014667452,0.223300971,0,443,432,1.14043124,1.392670689,1.09E-08,40,0.0625,474,45.98733508,0.632653061,0.714285714
0.45657945,0.256559675,-0.008490218,-0.84680694,152,286,0.997631496,0.006135923,0.014780524,0.224025974,0,443,424,1.14043124,1.395846455,3.23E-09,40,0.0625,481,47.68089135,0.714285714,0.673469388
0.464049686,0.269074702,-0.009228498,-0.831303064,187,326,0.997765113,0.004601942,0.012703829,0.240066225,0,505,396,1.128321177,1.420774856,5.68E-09,40,0.0625,483,58.63849369,0.632653061,0.673469388
0.385190051,0.188804976,-0.030638612,-0.842192691,163,304,0.997675217,0.004601942,0.013950532,0.21835443,0,429,474,1.136332898,1.379014975,1.57E-08,40,0.0625,460,54.43370682,0.673469388,0.714285714
0.510779451,0.303759525,-0.035437431,-0.859357697,141,276,0.997593062,0.007669904,0.015846687,0.567901235,0,417,299,1.14043124,1.382095058,1.60E-09,40,0.022038567,486,45.45738733,0.673469388,0.673469388
0.419370011,0.220815396,-0.031746032,-0.848652639,157,290,0.997605796,0.004601942,0.014451288,0.219551282,0,424,354,1.132420754,1.389282855,3.65E-09,40,0.0625,470,48.55972316,0.673469388,0.714285714
0.447709921,0.251694841,0.009966777,-0.837578442,183,320,0.997725329,0.004601942,0.013007912,0.234710744,0,482,281,1.132420754,1.415507834,9.26E-09,40,0.0625,477,55.58927785,0.714285714,0.673469388
0.44290022,0.24469999,-0.020302695,-0.84754522,158,290,0.997653425,0.004601942,0.014433104,0.220779221,0,435,438,1.136332898,1.403779399,6.35E-09,40,0.0625,481,51.26861142,0.673469388,0.673469388
0.51220057,0.309600515,-0.041343669,-0.84754522,153,289,0.997671225,0.006135923,0.014914669,0.209953344,0,447,442,1.136332898,1.392971605,9.17E-09,40,0.0625,492,48.84814447,0.693877551,0.571428571
0.437579636,0.234459627,0.022886674,-0.851974898,145,279,0.997613981,0.007669904,0.015673022,0.2176,0,409,279,1.14043124,1.376143816,1.62E-08,40,0.0625,468,42.18267921,0.755102041,0.673469388
0.462909749,-0.161435325,-0.019748985,-0.870431894,131,269,0.997482022,0.009203885,0.016945684,0.666666667,0,375,376,1.144342146,1.384988125,3.66E-09,40,0.023668639,493,40.44342337,0.734693878,0.693877551
