0.52975691,0.725158015,0.623305568,0.020290853,0.779687504,0.706429977,0.759663189,0.019170214,0.011969673,0.183911346,0,0.881452632,0.915096751,0.147016087,0.838418797,0.500093592,1,0.635938705,0.685651516,0.912367079,0.639030854,0.647360284
0.590574247,0.642550438,0.494646023,0.03296344,0.804067681,0.526873239,0.851167525,0.019170214,0.006423301,0.250523777,0,0.987852259,0.958533332,0.112944721,0.910883203,0.500093204,1,0.635938705,0.849555065,0.95674742,0.732280549,0.792820645
0.75053798,0.835212349,0.630524391,0.043966475,0.907492632,0.843482108,0.858394371,0.019170214,0.005671335,0.288447962,0,0.943138079,0.719939078,0.111216729,0.900227768,0.500092191,1,0.409277708,0.778412093,0.92517479,0.543778773,0.647360284
0.616079682,0.665722784,0.5271429,0.024111589,0.757307661,0.486271394,0.829147257,0,0.007929268,0.242263843,0,0.935983223,0.99060451,0.101597511,0.89755513,0.500095285,1,0.635938705,0.870533807,0.954539251,0.732280549,0.587372211
0.605428077,0.655402479,0.496809693,0.024883472,0.750733238,0.474368988,0.826182513,0.019170214,0.00832256,0.254341318,0,0.639978798,0.982036578,0.089850253,0.913664458,0.500095426,1,0.635938705,0.876911461,0.943277553,0.732280549,0.735679293
0.5945854,0.644173549,0.533446354,0.03274536,0.757307661,0.481823054,0.829560955,0.019170214,0.008116663,0.244144657,0,0.599950632,0.978902637,0.112944721,0.911371442,0.500092649,1,0.635938705,0.849555065,0.951303424,0.792199981,0.735679293
0.58633538,0.632384755,0.509409661,0.023971524,0.71314346,0.468370243,0.813212501,0.019170214,0.009902455,0.245434943,0,0.585627677,0.982820503,0.112944721,0.892398201,0.500093361,1,0.635938705,0.848215015,0.931448611,0.732280549,0.735679293
0.586927011,0.632675106,0.490517479,0.022158447,0.698876989,0.468370243,0.807989268,0.038881671,0.010870771,0.254642082,0,0.595209453,0.990763992,0.13656943,0.903482446,0.500093102,1,0.635938705,0.879438805,0.948113307,0.792199981,0.735679293
0.581647388,0.630941875,0.661222928,0.031947405,0.872206585,0.620342999,0.840656382,0,0.003206926,0.350429262,0,0.995570757,0.997826743,0.101596326,0.914452045,0.500095588,1,0.735121531,0.967629781,0.982653916,0.670454966,0.61743918
0.597345979,0.645276373,0.529113001,0.024532295,0.702473299,0.465359245,0.820965524,0.019170214,0.011140521,0.245659559,0,0.592826381,0.990114024,0.124969475,0.897345315,0.500095653,1,0.635938705,0.854881283,0.911054117,0.670454966,0.792820645
